行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
2565,CN-2017-1436231,2017-08-27,2017-09-01,二级,常丽-16180,常丽华,消费者,忻州,山西,中国,华北,办公用-装订-10004617,办公用品,装订机,"Avery 打孔机, 回收",395.22000000000014,3,0.0,19.740000000000002
2566,CN-2016-2245112,2016-08-10,2016-08-15,标准级,曹鹏-19090,曹鹏,消费者,枣庄,山东,中国,华东,办公用-标签-10004648,办公用品,标签,"Novimex 圆形标签, 红色",28.419999999999998,1,0.0,12.74
2567,US-2018-3174894,2018-06-03,2018-06-10,标准级,柯强-19360,柯强,消费者,苏州,江苏,中国,华东,家具-用具-10000812,家具,用具,"Advantus 分层置放架, 耐用",327.59999999999997,5,0.4,-49.70000000000002
2568,US-2018-3174894,2018-06-03,2018-06-10,标准级,柯强-19360,柯强,消费者,苏州,江苏,中国,华东,办公用-标签-10001520,办公用品,标签,"Hon 可去除的标签, 白色",191.51999999999998,4,0.0,7.28
2569,CN-2017-4591322,2017-12-17,2017-12-22,标准级,周康-15340,周康,消费者,余下,陕西,中国,西北,办公用-系固-10003018,办公用品,系固件,"Advantus 图钉, 混合尺寸",103.04,2,0.0,32.76
2570,CN-2016-5445015,2016-11-13,2016-11-15,二级,余舟-11455,余舟,小型企业,彭城,河北,中国,华北,家具-椅子-10001896,家具,椅子,"Office Star 椅垫, 黑色",1183.28,4,0.0,449.12
2571,CN-2016-1244124,2016-12-22,2016-12-26,标准级,毛保-10360,毛保,公司,莆田,福建,中国,华东,技术-电话-10000244,技术,电话,"摩托罗拉 信号增强器, 整包",2673.44,4,0.0,400.96000000000004
2572,CN-2016-2210906,2016-05-17,2016-05-24,标准级,陶博-10570,陶博,消费者,青州,山东,中国,华东,办公用-装订-10002538,办公用品,装订机,"Acco 装订机, 透明",204.54000000000002,3,0.0,0.0
2573,CN-2016-2210906,2016-05-17,2016-05-24,标准级,陶博-10570,陶博,消费者,青州,山东,中国,华东,办公用-器具-10003386,办公用品,器具,"Breville 烤面包机, 红色",2863.8400000000006,8,0.0,1317.12
2574,CN-2016-2210906,2016-05-17,2016-05-24,标准级,陶博-10570,陶博,消费者,青州,山东,中国,华东,办公用-器具-10003836,办公用品,器具,"Hoover 微波炉, 黑色",5750.639999999999,4,0.0,747.04
2575,CN-2016-2210906,2016-05-17,2016-05-24,标准级,陶博-10570,陶博,消费者,青州,山东,中国,华东,办公用-收纳-10004913,办公用品,收纳具,"Eldon 文件车, 金属",7702.240000000002,13,0.0,3003.0
2576,CN-2016-2210906,2016-05-17,2016-05-24,标准级,陶博-10570,陶博,消费者,青州,山东,中国,华东,办公用-用品-10002441,办公用品,用品,"Fiskars 尺子, 蓝色",134.67999999999998,2,0.0,7.840000000000001
2577,US-2015-1166865,2015-08-24,2015-08-24,当日,徐菊-15070,徐菊,消费者,武汉,湖北,中国,中南,技术-复印-10000308,技术,复印机,"夏普 墨水, 红色",686.6159999999999,2,0.4,-343.50399999999996
2578,CN-2018-2588842,2018-09-04,2018-09-07,一级,许根-13240,许根基,小型企业,宁波,浙江,中国,华东,办公用-信封-10004257,办公用品,信封,"Jiffy 局间信封, 每套 50 个",433.44,2,0.0,125.44000000000001
2579,CN-2018-3534471,2018-06-20,2018-06-24,二级,徐伟-21625,徐伟,消费者,太原,山西,中国,华北,办公用-器具-10001071,办公用品,器具,"KitchenAid 烤面包机, 红色",3185.28,8,0.0,445.76
2580,CN-2018-3534471,2018-06-20,2018-06-24,二级,徐伟-21625,徐伟,消费者,太原,山西,中国,华北,办公用-装订-10003504,办公用品,装订机,"Ibico 装订机, 耐用",158.48,2,0.0,55.44
2581,CN-2018-4985754,2018-08-25,2018-08-27,一级,谢斯-20950,谢斯云,公司,海口,海南,中国,西南,办公用-系固-10002980,办公用品,系固件,"Accos 夹子, 整包",271.32000000000005,3,0.0,24.36
2582,CN-2018-4985754,2018-08-25,2018-08-27,一级,谢斯-20950,谢斯云,公司,海口,海南,中国,西南,办公用-标签-10004932,办公用品,标签,"Novimex 运输标签, 红色",100.79999999999998,2,0.0,42.28
2583,CN-2018-4985754,2018-08-25,2018-08-27,一级,谢斯-20950,谢斯云,公司,海口,海南,中国,西南,技术-配件-10000246,技术,配件,"贝尔金 记忆卡, 可编程",1085.56,2,0.0,369.03999999999996
2584,CN-2017-3289723,2017-04-10,2017-04-17,标准级,冯婷-21040,冯婷,小型企业,石家庄,河北,中国,华北,办公用-收纳-10004393,办公用品,收纳具,"Rogers 文件车, 金属",656.4600000000002,1,0.0,85.25999999999999
2585,CN-2017-3289723,2017-04-10,2017-04-17,标准级,冯婷-21040,冯婷,小型企业,石家庄,河北,中国,华北,技术-设备-10003833,技术,设备,"柯尼卡 卡片打印机, 耐用",3272.0800000000004,4,0.0,196.0
2586,US-2018-3382200,2018-03-10,2018-03-12,一级,袁松-20785,袁松,消费者,沈阳,辽宁,中国,东北,技术-电话-10000581,技术,电话,"苹果 充电器, 蓝色",5344.164,3,0.4,-1692.516
2587,CN-2015-5510381,2015-06-14,2015-06-16,一级,任杰-14755,任杰,消费者,天津,天津,中国,华北,办公用-收纳-10004384,办公用品,收纳具,"Smead 锁柜, 金属",5529.72,6,0.0,2598.96
2588,CN-2015-5510381,2015-06-14,2015-06-16,一级,任杰-14755,任杰,消费者,天津,天津,中国,华北,技术-配件-10003923,技术,配件,"SanDisk 记忆卡, 实惠",1573.7399999999998,3,0.0,314.58
2589,CN-2015-5510381,2015-06-14,2015-06-16,一级,任杰-14755,任杰,消费者,天津,天津,中国,华北,办公用-美术-10002566,办公用品,美术,"Stanley 荧光笔, 混合尺寸",166.88,2,0.0,19.88
2590,CN-2015-5510381,2015-06-14,2015-06-16,一级,任杰-14755,任杰,消费者,天津,天津,中国,华北,办公用-美术-10000476,办公用品,美术,"BIC 荧光笔, 整包",806.4000000000001,9,0.0,0.0
2591,CN-2015-5510381,2015-06-14,2015-06-16,一级,任杰-14755,任杰,消费者,天津,天津,中国,华北,技术-配件-10000246,技术,配件,"贝尔金 记忆卡, 可编程",2713.8999999999996,5,0.0,922.5999999999999
2592,US-2017-5247158,2017-09-30,2017-10-05,标准级,余凤-13060,余凤,消费者,鞍山,辽宁,中国,东北,办公用-美术-10004287,办公用品,美术,"BIC 记号笔, 蓝色",123.33999999999997,5,0.8,-400.96000000000004
2593,US-2017-5247158,2017-09-30,2017-10-05,标准级,余凤-13060,余凤,消费者,鞍山,辽宁,中国,东北,办公用-收纳-10001253,办公用品,收纳具,"Eldon 锁柜, 金属",1838.48,2,0.0,147.0
2594,US-2017-5247158,2017-09-30,2017-10-05,标准级,余凤-13060,余凤,消费者,鞍山,辽宁,中国,东北,技术-电话-10004858,技术,电话,"思科 耳机, 蓝色",247.63199999999998,1,0.4,28.812000000000012
2595,CN-2016-3216455,2016-10-15,2016-10-20,标准级,薛光-13405,薛光,消费者,浯溪,湖南,中国,中南,办公用-系固-10002857,办公用品,系固件,"Advantus 橡皮筋, 整包",309.68,4,0.0,101.92
2596,CN-2016-3216455,2016-10-15,2016-10-20,标准级,薛光-13405,薛光,消费者,浯溪,湖南,中国,中南,技术-电话-10003598,技术,电话,"摩托罗拉 办公室电话机, 蓝色",3013.92,9,0.0,0.0
2597,CN-2018-4173980,2018-11-28,2018-12-03,标准级,范娜-18445,范娜,小型企业,沈阳,辽宁,中国,东北,技术-复印-10004447,技术,复印机,"佳能 复印机, 每套两件",1467.9840000000002,2,0.4,-318.1360000000002
2598,CN-2018-4173980,2018-11-28,2018-12-03,标准级,范娜-18445,范娜,小型企业,沈阳,辽宁,中国,东北,技术-复印-10000795,技术,复印机,"夏普 无线传真机, 数字化",5973.407999999999,6,0.4,-298.8720000000003
2599,CN-2017-5036114,2017-08-22,2017-08-27,标准级,罗琼-19615,罗琼,消费者,北京,北京,中国,华北,办公用-装订-10004132,办公用品,装订机,"Cardinal 孔加固材料, 实惠",99.68,4,0.0,12.88
2600,CN-2018-5940390,2018-05-25,2018-05-31,标准级,程根-13210,程根基,消费者,武汉,湖北,中国,中南,办公用-纸张-10002857,办公用品,纸张,"SanDisk 令, 多色",1019.1999999999999,7,0.0,438.06
2601,CN-2018-5940390,2018-05-25,2018-05-31,标准级,程根-13210,程根基,消费者,武汉,湖北,中国,中南,家具-书架-10001491,家具,书架,"Bush 古典书架, 金属",3461.9759999999997,3,0.4,-2077.404
2602,CN-2017-5036114,2017-10-15,2017-10-17,二级,巩荣-19735,巩荣,消费者,毕节,贵州,中国,西南,技术-电话-10004837,技术,电话,"思科 耳机, 整包",1239.42,3,0.0,346.92
2603,CN-2017-5036114,2017-10-15,2017-10-17,二级,巩荣-19735,巩荣,消费者,毕节,贵州,中国,西南,办公用-美术-10001370,办公用品,美术,"Stanley 记号笔, 金属",437.91999999999996,4,0.0,8.4
2604,CN-2018-5956361,2018-09-08,2018-09-13,标准级,邓姝-20500,邓姝,消费者,天津,天津,中国,华北,家具-用具-10003663,家具,用具,"Eldon 框架, 一包多件",1628.3400000000001,3,0.0,569.52
2605,CN-2018-5956361,2018-09-08,2018-09-13,标准级,邓姝-20500,邓姝,消费者,天津,天津,中国,华北,家具-桌子-10002272,家具,桌子,"Barricks 培训桌, 黑色",6684.299999999999,6,0.25,-1960.98
2606,CN-2018-5956361,2018-09-08,2018-09-13,标准级,邓姝-20500,邓姝,消费者,天津,天津,中国,华北,办公用-装订-10002552,办公用品,装订机,"Wilson Jones 装订机, 回收",312.2,5,0.0,112.00000000000001
2607,CN-2018-5956361,2018-09-08,2018-09-13,标准级,邓姝-20500,邓姝,消费者,天津,天津,中国,华北,技术-设备-10002738,技术,设备,"爱普生 电话, 耐用",2648.9399999999996,7,0.0,1297.52
2608,CN-2018-5956361,2018-09-08,2018-09-13,标准级,邓姝-20500,邓姝,消费者,天津,天津,中国,华北,办公用-美术-10000997,办公用品,美术,"Boston 钢笔, 整包",202.86,3,0.0,99.12
2609,CN-2018-5956361,2018-09-08,2018-09-13,标准级,邓姝-20500,邓姝,消费者,天津,天津,中国,华北,办公用-美术-10001978,办公用品,美术,"Stanley 铅笔刀, 蓝色",809.48,7,0.0,250.88000000000002
2610,CN-2018-5956361,2018-09-08,2018-09-13,标准级,邓姝-20500,邓姝,消费者,天津,天津,中国,华北,家具-椅子-10001581,家具,椅子,"SAFCO 沙滩椅, 红色",1845.76,8,0.0,903.84
2611,CN-2018-2547654,2018-06-26,2018-06-26,当日,郝婷-21055,郝婷,消费者,淮北,安徽,中国,华东,办公用-系固-10004197,办公用品,系固件,"OIC 回形针, 每包 12 个",129.36,2,0.0,17.92
2612,CN-2017-5679752,2017-07-30,2017-08-03,标准级,施奇-11410,施奇,消费者,辽阳,辽宁,中国,东北,家具-椅子-10000670,家具,椅子,"Office Star 凳子, 可调",1482.0120000000002,3,0.4,-321.4680000000003
2613,US-2017-1756643,2017-06-08,2017-06-12,标准级,曹伟-21580,曹伟,消费者,杭州,浙江,中国,华东,技术-电话-10003599,技术,电话,"思科 智能手机, 全尺寸",1174.068,3,0.4,-469.812
2614,US-2017-1756643,2017-06-08,2017-06-12,标准级,曹伟-21580,曹伟,消费者,杭州,浙江,中国,华东,办公用-装订-10000363,办公用品,装订机,"Cardinal 装订机, 实惠",77.448,2,0.4,-23.351999999999997
2615,CN-2017-1230612,2017-01-01,2017-01-08,标准级,肖良-17125,肖良,消费者,浯溪,湖南,中国,中南,家具-椅子-10003266,家具,椅子,"Harbour Creations 沙滩椅, 黑色",745.7940000000001,3,0.1,49.434
2616,CN-2017-1230612,2017-01-01,2017-01-08,标准级,肖良-17125,肖良,消费者,浯溪,湖南,中国,中南,办公用-信封-10002698,办公用品,信封,"Kraft 马尼拉纸信封, 每套 50 个",741.72,6,0.0,259.56
2617,CN-2016-2810282,2016-05-15,2016-05-22,标准级,韦磊-16135,韦磊,小型企业,朝阳,辽宁,中国,东北,家具-用具-10002675,家具,用具,"Eldon 相框, 耐用",463.176,3,0.4,-170.184
2618,CN-2016-4537572,2016-09-07,2016-09-11,标准级,彭丽-17650,彭丽雪,小型企业,自贡,四川,中国,西南,办公用-标签-10000673,办公用品,标签,"Harbour Creations 文件夹标签, 白色",244.44,6,0.0,102.47999999999999
2619,CN-2016-4537572,2016-09-07,2016-09-11,标准级,彭丽-17650,彭丽雪,小型企业,自贡,四川,中国,西南,技术-复印-10000179,技术,复印机,"Brother 传真机, 红色",3547.488,4,0.4,-1656.0319999999997
2620,CN-2016-4479160,2016-04-03,2016-04-07,标准级,潘莞-13285,潘莞颖,消费者,曲靖,云南,中国,西南,家具-椅子-10004126,家具,椅子,"Novimex 折叠椅, 黑色",2979.2,8,0.0,178.08
2621,CN-2018-5088117,2018-10-12,2018-10-17,标准级,葛欢-14215,葛欢,公司,唐山,河北,中国,华北,办公用-收纳-10003273,办公用品,收纳具,"Tenex 盒, 工业",158.48000000000002,2,0.0,49.0
2622,CN-2017-3834707,2017-02-04,2017-02-06,一级,巩荷-13720,巩荷,消费者,济南,山东,中国,华东,办公用-信封-10000562,办公用品,信封,"Kraft 搭扣信封, 银色",106.39999999999999,2,0.0,48.72
2623,CN-2018-3434056,2018-05-05,2018-05-12,标准级,白立-16660,白立荣,消费者,齐齐哈尔,黑龙江,中国,东北,办公用-系固-10001658,办公用品,系固件,"Stockwell 回形针, 整包",378.0,6,0.0,78.96000000000001
2624,US-2018-3216455,2018-08-04,2018-08-08,标准级,韦立-16915,韦立,消费者,沈阳,辽宁,中国,东北,办公用-美术-10000997,办公用品,美术,"Boston 钢笔, 整包",94.66799999999998,7,0.8,-147.39200000000002
2625,US-2017-5037027,2017-12-31,2018-01-06,标准级,佘莲-17050,佘莲,消费者,平顶山,河南,中国,中南,办公用-美术-10000407,办公用品,美术,"Sanford 速写本, 混合尺寸",1271.648,7,0.2,-191.49199999999996
2626,CN-2017-5278891,2017-06-29,2017-07-01,一级,卢芳-12775,卢芳,消费者,哈尔滨,黑龙江,中国,东北,办公用-标签-10003939,办公用品,标签,"Harbour Creations 有色标签, 红色",237.44,4,0.0,23.52
2627,CN-2017-5278891,2017-06-29,2017-07-01,一级,卢芳-12775,卢芳,消费者,哈尔滨,黑龙江,中国,东北,办公用-装订-10000994,办公用品,装订机,"Avery 装订机, 耐用",201.60000000000002,3,0.0,68.46000000000001
2628,CN-2017-5278891,2017-06-29,2017-07-01,一级,卢芳-12775,卢芳,消费者,哈尔滨,黑龙江,中国,东北,技术-复印-10000795,技术,复印机,"夏普 无线传真机, 数字化",4977.84,3,0.0,1841.6999999999998
2629,CN-2017-5278891,2017-06-29,2017-07-01,一级,卢芳-12775,卢芳,消费者,哈尔滨,黑龙江,中国,东北,办公用-系固-10004460,办公用品,系固件,"Advantus 订书钉, 金属",153.72,3,0.0,44.519999999999996
2630,CN-2018-1711156,2018-10-01,2018-10-07,标准级,施强-19390,施强,消费者,天津,天津,中国,华北,办公用-收纳-10003671,办公用品,收纳具,"Tenex 盘, 蓝色",252.97999999999996,1,0.0,123.89999999999999
2631,US-2017-2977814,2017-12-31,2018-01-05,标准级,苏江-14620,苏江丽,公司,成都,四川,中国,西南,办公用-系固-10004954,办公用品,系固件,"Stockwell 按钉, 混合尺寸",99.28800000000001,3,0.4,-14.952000000000012
2632,CN-2016-2766233,2016-05-04,2016-05-08,标准级,韩廉-17230,韩廉,消费者,海口,海南,中国,西南,办公用-美术-10003726,办公用品,美术,"Boston 钢笔, 蓝色",132.72,2,0.0,18.48
2633,CN-2016-2766233,2016-05-04,2016-05-08,标准级,韩廉-17230,韩廉,消费者,海口,海南,中国,西南,办公用-信封-10000814,办公用品,信封,"Cameo 商业信封, 红色",95.62,1,0.0,41.02
2634,CN-2016-2766233,2016-05-04,2016-05-08,标准级,韩廉-17230,韩廉,消费者,海口,海南,中国,西南,办公用-用品-10002431,办公用品,用品,"Kleencut 剪刀, 锯齿状",177.24,2,0.0,54.879999999999995
2635,CN-2016-2766233,2016-05-04,2016-05-08,标准级,韩廉-17230,韩廉,消费者,海口,海南,中国,西南,办公用-标签-10000069,办公用品,标签,"Novimex 文件夹标签, 红色",112.97999999999999,3,0.0,47.040000000000006
2636,CN-2016-4842730,2016-03-15,2016-03-19,标准级,谭珊-19900,谭珊,消费者,肃州,甘肃,中国,西北,办公用-纸张-10001162,办公用品,纸张,"Enermax 令, 每包 12 个",304.36,2,0.0,33.32
2637,CN-2018-2989159,2018-11-30,2018-12-03,二级,常光-13345,常光,公司,安顺,贵州,中国,西南,办公用-信封-10004832,办公用品,信封,"Kraft 商业信封, 银色",351.68,4,0.0,143.92
2638,CN-2018-2989159,2018-11-30,2018-12-03,二级,常光-13345,常光,公司,安顺,贵州,中国,西南,家具-椅子-10002303,家具,椅子,"Harbour Creations 椅垫, 红色",1680.0000000000002,5,0.0,604.8000000000001
2639,CN-2016-3526566,2016-11-25,2016-11-27,一级,秦蔓-17920,秦蔓楚,消费者,天津,天津,中国,华北,技术-复印-10004759,技术,复印机,"夏普 复印机, 数字化",3346.56,3,0.0,200.76
2640,CN-2016-3526566,2016-11-25,2016-11-27,一级,秦蔓-17920,秦蔓楚,消费者,天津,天津,中国,华北,办公用-系固-10004262,办公用品,系固件,"Advantus 回形针, 混合尺寸",266.0,5,0.0,55.300000000000004
2641,CN-2016-3526566,2016-11-25,2016-11-27,一级,秦蔓-17920,秦蔓楚,消费者,天津,天津,中国,华北,家具-桌子-10001094,家具,桌子,"Lesro 培训桌, 长方形",932.295,1,0.25,-211.365
2642,CN-2017-5250870,2017-08-21,2017-08-23,二级,杨健-14605,杨健,消费者,韶关,广东,中国,中南,家具-椅子-10002448,家具,椅子,"SAFCO 折叠椅, 红色",359.982,1,0.1,31.96199999999999
2643,CN-2017-5250870,2017-08-21,2017-08-23,二级,杨健-14605,杨健,消费者,韶关,广东,中国,中南,家具-书架-10003449,家具,书架,"Bush 柜, 黑色",675.36,1,0.0,134.96
2644,CN-2017-5250870,2017-08-21,2017-08-23,二级,杨健-14605,杨健,消费者,韶关,广东,中国,中南,办公用-收纳-10002935,办公用品,收纳具,"Tenex 锁柜, 单宽度",8575.559999999998,9,0.0,3601.08
2645,CN-2018-5763224,2018-12-15,2018-12-18,二级,孔关-15610,孔关茵,公司,天津,天津,中国,华北,家具-书架-10002353,家具,书架,"Bush 书库, 传统",5100.48,3,0.0,2346.12
2646,CN-2018-5763224,2018-12-15,2018-12-18,二级,孔关-15610,孔关茵,公司,天津,天津,中国,华北,办公用-收纳-10001749,办公用品,收纳具,"Rogers 锁柜, 工业",2969.4,3,0.0,1039.08
2647,US-2018-5645996,2018-12-22,2018-12-26,标准级,冯丽-17350,冯丽丽,消费者,辽阳,辽宁,中国,东北,办公用-装订-10003487,办公用品,装订机,"Avery 装订机盖, 回收",64.008,2,0.4,-22.511999999999997
2648,US-2018-5645996,2018-12-22,2018-12-26,标准级,冯丽-17350,冯丽丽,消费者,辽阳,辽宁,中国,东北,家具-用具-10000470,家具,用具,"Advantus 框架, 优质",921.816,3,0.4,-107.60400000000004
2649,US-2015-3108642,2015-09-21,2015-09-27,标准级,武廉-17305,武廉,消费者,钟祥,湖北,中国,中南,办公用-用品-10001059,办公用品,用品,"Acme 大剪刀, 锯齿状",391.608,3,0.4,-6.552000000000021
2650,CN-2018-5568854,2018-02-03,2018-02-06,一级,佟丽-16525,佟丽娜,消费者,临沂,山东,中国,华东,办公用-用品-10003934,办公用品,用品,"Elite 开信刀, 锯齿状",223.99999999999997,2,0.0,73.92
2651,CN-2018-5568854,2018-02-03,2018-02-06,一级,佟丽-16525,佟丽娜,消费者,临沂,山东,中国,华东,技术-电话-10001957,技术,电话,"摩托罗拉 智能手机, 整包",1818.1799999999998,3,0.0,472.5
2652,CN-2017-1244124,2017-11-12,2017-11-18,标准级,袁丽-16210,袁丽华,公司,烟台,山东,中国,华东,家具-用具-10001374,家具,用具,"Deflect-O 闹钟, 优质",1370.04,6,0.0,218.39999999999998
2653,CN-2017-1244124,2017-11-12,2017-11-18,标准级,袁丽-16210,袁丽华,公司,烟台,山东,中国,华东,技术-配件-10001642,技术,配件,"贝尔金 键盘, 回收",2668.54,7,0.0,1174.04
2654,CN-2015-5022660,2015-10-03,2015-10-07,标准级,佘升-20170,佘升,消费者,信阳,河南,中国,中南,家具-椅子-10002450,家具,椅子,"Hon 折叠椅, 红色",683.9280000000001,2,0.1,205.128
